match_id,team,player,x,y,outcome,body_part,shot_type
2275030,Tottenham Hotspur Women,Ria Percival,94.3,52.1,Off T,Right Foot,Open Play
2275030,Brighton & Hove Albion WFC,Aileen Whelan,111.7,54.6,Off T,Left Foot,Open Play
2275030,Tottenham Hotspur Women,Siri Worm,88.2,40.2,Saved,Left Foot,Open Play
2275030,Brighton & Hove Albion WFC,Aileen Whelan,103.7,53.4,Blocked,Left Foot,Open Play
2275030,Brighton & Hove Albion WFC,Aileen Whelan,94.7,49.4,Saved,Right Foot,Open Play
2275030,Tottenham Hotspur Women,Rianna Dean,117.2,44.5,Saved,Head,Open Play
2275030,Tottenham Hotspur Women,Ria Percival,91.3,25.3,Saved,Right Foot,Open Play
2275030,Tottenham Hotspur Women,Rianna Dean,108.1,40.0,Goal,Right Foot,Penalty
2275030,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,94.6,56.9,Off T,Right Foot,Open Play
2275030,Brighton & Hove Albion WFC,Kayleigh Green,113.9,42.8,Off T,Right Foot,Open Play
2275030,Tottenham Hotspur Women,Kit Graham,101.4,46.5,Saved,Left Foot,Open Play
2275030,Tottenham Hotspur Women,Josie Green,109.1,47.4,Off T,Right Foot,Open Play
2275030,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,117.2,62.8,Off T,Right Foot,Open Play
2275030,Brighton & Hove Albion WFC,Kate Natkiel,95.2,54.7,Off T,Right Foot,Open Play
2275056,Liverpool WFC,Melissa Lawley,92.2,31.1,Saved Off Target,Right Foot,Open Play
2275056,Liverpool WFC,Niamh Charles,88.4,38.1,Blocked,Right Foot,Open Play
2275056,Liverpool WFC,Niamh Charles,104.2,38.9,Wayward,Right Foot,Open Play
2275056,Everton LFC,Chantelle Boye-Hlorkah,93.3,53.6,Off T,Right Foot,Open Play
2275056,Liverpool WFC,Kirsty Linnett,101.9,53.6,Blocked,Right Foot,Open Play
2275056,Liverpool WFC,Kirsty Linnett,114.8,40.6,Saved,Head,Open Play
2275056,Liverpool WFC,Melissa Lawley,88.8,28.7,Blocked,Right Foot,Open Play
2275056,Liverpool WFC,Kirsty Linnett,99.6,49.5,Off T,Right Foot,Open Play
2275056,Liverpool WFC,Niamh Charles,85.5,44.7,Off T,Right Foot,Open Play
2275056,Liverpool WFC,Rhiannon Roberts,82.7,35.1,Saved,Right Foot,Open Play
2275056,Liverpool WFC,Kirsty Linnett,86.9,42.3,Off T,Right Foot,Open Play
2275056,Everton LFC,Lucy Hope,88.3,26.5,Goal,Right Foot,Open Play
2275056,Everton LFC,Hannah Cain,99.5,53.2,Off T,Left Foot,Open Play
2275056,Liverpool WFC,Courtney Sweetman-Kirk,86.9,35.2,Off T,Right Foot,Open Play
2275056,Liverpool WFC,Melissa Lawley,91.2,30.0,Blocked,Right Foot,Open Play
2275056,Everton LFC,Chantelle Boye-Hlorkah,94.0,25.1,Saved,Right Foot,Open Play
2275056,Liverpool WFC,Melissa Lawley,80.1,41.4,Off T,Right Foot,Free Kick
2275056,Liverpool WFC,Niamh Charles,105.7,39.5,Blocked,Left Foot,Open Play
2275056,Liverpool WFC,Rhiannon Roberts,110.3,56.4,Blocked,Right Foot,Open Play
2275056,Everton LFC,Chantelle Boye-Hlorkah,105.0,30.9,Blocked,Right Foot,Open Play
2275056,Liverpool WFC,Niamh Charles,107.2,42.5,Off T,Right Foot,Open Play
2275056,Everton LFC,Lucy Hope,92.2,34.3,Blocked,Left Foot,Open Play
2275056,Everton LFC,Hannah Cain,91.8,40.6,Saved,Right Foot,Open Play
2275056,Liverpool WFC,Niamh Charles,111.4,45.4,Off T,Head,Open Play
2275056,Liverpool WFC,Rinsola Babajide,98.0,54.2,Blocked,Left Foot,Open Play
2275056,Liverpool WFC,Rinsola Babajide,84.5,30.9,Off T,Left Foot,Open Play
2275056,Liverpool WFC,Niamh Charles,110.9,41.7,Off T,Right Foot,Open Play
2275056,Liverpool WFC,Rebecca Jane,101.0,40.2,Off T,Right Foot,Open Play
2275056,Everton LFC,Molly Pike,113.3,44.6,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Aileen Whelan,104.3,49.5,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Kayleigh Green,108.6,42.9,Blocked,Left Foot,Open Play
2275091,Tottenham Hotspur Women,Kit Graham,84.8,39.4,Blocked,Left Foot,Open Play
2275091,Tottenham Hotspur Women,Kit Graham,103.9,60.8,Off T,Left Foot,Open Play
2275091,Brighton & Hove Albion WFC,Aileen Whelan,115.6,49.1,Off T,Head,Open Play
2275091,Brighton & Hove Albion WFC,Aileen Whelan,88.6,51.3,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Aileen Whelan,90.3,50.4,Off T,Left Foot,Open Play
2275091,Tottenham Hotspur Women,Rachel Furness,103.6,54.5,Saved,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Léa Le Garrec,102.2,39.7,Blocked,Right Foot,Open Play
2275091,Tottenham Hotspur Women,Gemma Suzanne Davison,93.7,27.6,Saved,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Kate Natkiel,93.1,33.0,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Léa Le Garrec,82.5,36.7,Saved,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Kayleigh Green,91.3,60.3,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Kate Natkiel,99.5,39.2,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Léa Le Garrec,88.8,40.7,Saved Off Target,Right Foot,Open Play
2275091,Tottenham Hotspur Women,Rianna Dean,111.9,30.4,Blocked,Right Foot,Open Play
2275091,Tottenham Hotspur Women,Hannah Godfrey,115.0,41.6,Off T,Head,Open Play
2275091,Tottenham Hotspur Women,Ashleigh Neville,114.0,44.3,Blocked,Right Foot,Open Play
2275091,Tottenham Hotspur Women,Ashleigh Neville,114.8,42.6,Blocked,Left Foot,Open Play
2275091,Tottenham Hotspur Women,Rachel Furness,97.6,41.7,Saved,Left Foot,Open Play
2275091,Tottenham Hotspur Women,Rianna Dean,115.7,37.4,Saved,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Léa Le Garrec,87.2,37.3,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Aileen Whelan,104.2,45.7,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,85.0,56.5,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,111.9,32.1,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Victoria Williams,111.5,33.9,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Maya Le Tissier,103.3,30.3,Blocked,Right Foot,Open Play
2275091,Brighton & Hove Albion WFC,Amanda Nildén,114.8,39.4,Blocked,Left Foot,Open Play
2275105,Chelsea FCW,Samantha May Kerr,110.5,46.2,Saved,Right Foot,Open Play
2275105,Manchester City WFC,Ellen White,104.7,29.5,Blocked,Right Foot,Open Play
2275105,Chelsea FCW,Samantha May Kerr,112.8,34.1,Wayward,Head,Open Play
2275105,Manchester City WFC,Caroline Weir,110.8,39.5,Off T,Right Foot,Open Play
2275105,Manchester City WFC,Ellen White,108.8,38.4,Off T,Head,Open Play
2275105,Chelsea FCW,Bethany England,107.8,27.3,Blocked,Left Foot,Open Play
2275105,Chelsea FCW,Samantha May Kerr,106.0,38.9,Saved,Head,Open Play
2275105,Chelsea FCW,Erin Cuthbert,117.1,44.0,Blocked,Right Foot,Open Play
2275105,Manchester City WFC,Ellen White,113.4,40.7,Goal,Right Foot,Open Play
2275105,Chelsea FCW,Samantha May Kerr,111.8,54.6,Saved,Right Foot,Open Play
2275105,Manchester City WFC,Caroline Weir,98.7,44.4,Saved,Left Foot,Open Play
2275105,Chelsea FCW,Bethany England,114.9,33.2,Blocked,Head,Open Play
2275105,Chelsea FCW,So-Yun Ji,93.9,44.9,Goal,Right Foot,Open Play
2275105,Chelsea FCW,Bethany England,111.8,46.3,Saved,Right Foot,Open Play
2275105,Chelsea FCW,Bethany England,115.0,44.1,Saved,Left Foot,Open Play
2275105,Chelsea FCW,Bethany England,114.0,42.5,Saved,Left Foot,Open Play
